544198,43139312
2224782,50511576
8934683,76049624
1209170,45797688
42360,41130448
3167667,53631672
3031114,53085464
9981672,80237568
7217054,69829216
4182393,57690576
3154927,53580712
5462691,62811768
3105585,53383344
3209730,53799928
5830897,64284592
7293794,70136176
9835625,79653392
2132937,49492752
7138314,69514264
1900037,48561152
9406616,77937360
1810033,48201136
3635643,55503576
3411974,54608896
1801003,48165016
3501750,54968008
7412048,70609200
3746116,55945472
8331949,73638688
122244,41449984
420875,42644504
8200028,73111008
9753249,79323888
5017894,61032584
2133488,49494960
3273392,54054576
8848961,75706728
4408599,58595400
5518252,63034016
5864585,64419344
4296965,58148864
6532212,67089856
5192227,61729912
4008409,56994640
3145918,53544680
4225555,57863224
5908885,64596544
3696921,55748688
5404233,62577936
6502317,66970272
3442796,54732192
6123345,65454384
9449453,78108704
5798836,64156352
2211620,49807488
4552118,59169472
2068952,49236816
7962062,72809256
3467607,54831432
6428138,66673560
5821489,64246960
3034320,53098288
9142371,76880376
2854766,52380072
5990873,64924496
5614727,63419912
6159163,65597656
9408388,77944440
2739779,51920120
3582848,55292400
3684168,55697680
8197999,73102888
9308397,77544480
3275386,54062552
9443194,78083656
9778989,79426840
5317115,62229464
3574650,55259608
8105326,72816728
5200975,62415040
2332398,50290808
7123579,69455528
889918,44520888
4587653,59311824
8530181,74431824
8206915,73138760
5558496,63520280
396221,42546168
6896688,68548040
8129489,72829128
1470907,46844912
7991654,72817008
7151021,69565360
6045043,65141456
4198220,57754168
1403857,46576712
2406594,50587664
9594100,78687576
7778802,72076496
2256817,49988552
