58956991,236790464
33840476,136978344
76949011,308761048
64348776,258360104
18515111,75025448
30852856,124376424
7939205,32717800
49975304,200541160
16749933,67639680
46536012,186783992
49222725,197530848
35178344,141353320
98238935,393595688
827415,3945584
75978301,304553152
5348641,22030488
94327140,377834728
45270627,181608680
84963911,340381816
12585229,50867088
50299529,201724288
98503326,394539472
34084422,136863856
87232247,349455160
82621206,331010992
84184409,337263808
57473359,230419608
90891490,364092128
99243704,397500984
86076060,344830408
80307973,321758064
67943154,272298784
47463575,190380472
31157731,125157096
23011331,92571496
24452859,98337608
99074079,396822488
45199546,181324352
376689,2028904
13760933,55569904
40543197,162698960
28751088,115530520
54832826,219857472
53402937,214137920
42931327,172251480
20643195,83098952
65944404,264303784
33927178,136234880
98350846,393929552
96227048,385434360
50638526,203080272
11626370,47031648
3520471,14604032
98527357,394635600
88804488,355744120
38536904,154673784
56153972,225142056
6691821,27289432
72487564,290402480
9429003,38168240
91016106,364516648
62764142,251508792
46141276,185017328
91296539,365638384
43722769,175343304
4619920,18927880
29343036,117776296
91169977,365084064
24020522,96486240
85394358,341981584
90571697,362690944
32993737,132379104
66853870,267819632
27372184,109892888
77305813,309627408
20148968,81000024
39934661,160142800
93267349,373473552
681670,3126808
86458805,346889512
67332275,269733464
48194556,193182584
15437795,62155544
50978584,204318696
56442983,226176296
85288329,341557680
41769119,168130976
59546922,238592120
577725,2711312
77612732,310855360
74351981,297812360
1374639,5898968
30451285,122209576
81091760,324771472
7775701,31503216
75062147,300621784
77315866,309636656
26575330,106674512
90491147,362337784
10617395,42842776
